mse_label_cond_mean,mse_label_cond_q1_mean,mse_label_cond_q2_mean,mse_label_cond_q3_mean,mse_loss_mean,mse_loss_q1_mean,mse_loss_q2_mean,mse_loss_q3_mean,samples,step,mse_label_cond_q0_mean,mse_loss_q0_mean
0.005136710905935616,0.007128866156563163,,0.005147840222343802,0.01242579249665141,0.013510032091289759,,0.013712770864367485,1091,1090,0.0037900585448369384,0.009558002154032389
0.004197204997763038,0.004523370647802949,0.005036493685717384,0.003868221305310726,0.01189428335055709,0.011722653172910213,0.012720887549221516,0.01189345804353555,1101,1100,0.003105581854470074,0.010827245190739632
0.003994890162721276,0.0036848343831176558,,0.004220934817567468,0.010585976019501687,0.010569320681194464,,0.011956960894167423,1111,1110,0.004057898506289348,0.0095702288672328
0.0029906258685514333,0.0015603757929056883,0.004954918287694454,0.0031830985099077225,0.010172609612345698,0.008198178373277187,0.009983138181269169,0.01168872881680727,1121,1120,0.003092878358438611,0.010393828712403774
0.003949900157749654,0.004412435383225481,,0.003204369335435331,0.011395160388201474,0.010197391733527184,,0.01256839488632977,1131,1130,0.004481406028692921,0.011028616378704706
0.0056106735486537215,0.005491603631526232,0.004232909646816552,0.006069014081731439,0.01200068648904562,0.01009112068762382,0.010168933775275946,0.014808532316237688,1141,1140,0.010562257841229439,0.019440703094005585
0.003381048794835806,0.003054227971006185,0.0031496783485636115,0.0037767264681557813,0.010305777471512555,0.009839331498369575,0.010134075302630663,0.011849744555850823,1151,1150,0.003964039962738752,0.007883064448833466
0.004934401391074062,0.004777558147907257,0.005462745204567909,0.003942387644201517,0.011977645801380278,0.010159107390791178,0.013580182877679665,0.0138759296387434,1161,1160,0.005171962237606445,0.010321945107231539
0.00338502962840721,0.004914687868828574,0.002559836294191579,0.0021102421451359987,0.010160393454134465,0.010707368453343708,0.009739305824041367,0.011904245242476463,1171,1170,0.0031054938832918806,0.009453222155570984
0.0038580224732868377,0.003848792635835707,0.0024075988912954926,0.005754775833338499,0.01351951127871871,0.010492193046957254,0.009500420652329922,0.023091976220409073,1181,1180,0.003197757643647492,0.0082167680375278
0.004761208081617951,0.005534631200134754,0.0046318836393766105,0.005059202589715521,0.011473315581679345,0.010483399964869022,0.013001907616853714,0.011999042394260565,1191,1190,0.004186153644695878,0.008122499100863934
0.004184708104003221,0.0041474023018963635,0.0018281919183209538,0.005053474102169275,0.01110663777217269,0.010541066760197282,0.009202317334711552,0.010413209907710552,1201,1200,0.004593951452989131,0.012321645859628916
0.004450375703163445,0.005510009708814323,0.00431896629743278,0.0036510322242975235,0.011293057817965746,0.010680039413273335,0.011787235736846924,0.011850380338728428,1211,1210,0.004408258091037472,0.010836010488371055
0.004036449163686484,0.0045518562352905665,0.001456141471862793,0.0051747014513239264,0.011056965589523316,0.012220391382773716,0.00952850840985775,0.013646743260324001,1221,1220,0.0037258446391206235,0.009271621704101562
0.004130129329860211,0.004684845916926861,0.004004158234844605,,0.010736230108886958,0.009852289222180843,0.011628326339026291,,1231,1230,0.004100662112856904,0.010437505474934976
0.00351111312629655,0.004830134722093741,,0.0027183760539628565,0.010038033220916986,0.010717070351044338,,0.009987066499888897,1241,1240,0.0030367949977517126,0.009650997631251813
0.004929551179520787,,0.004656883131247014,0.004126599431037903,0.01281381845474243,,0.011818032013252378,0.012996508739888668,1251,1250,0.010034982115030289,0.015883512794971466
0.005387391021940857,0.0015057435957714915,0.005288314074277878,0.005048013525083661,0.013135383697226643,0.0074225920252501965,0.01028352789580822,0.015506136044859887,1261,1260,0.007279928307980299,0.012039012275636196
0.0047135815140791236,0.0024207220412790775,,0.005778521392494441,0.012800973560661077,0.012743574101477861,,0.013055265508592128,1271,1270,0.004467254698586961,0.012415419953564804
0.004177881497889757,0.0027467275504022837,0.0022044985089451075,0.00541175453690812,0.01143099032342434,0.008773180190473795,0.009103204123675823,0.01392032578587532,1281,1280,0.004144614407171805,0.010659678528706234
0.005590214091353118,0.005325767677277327,0.005557362968102098,0.0043095992878079414,0.011665612645447253,0.011300566140562296,0.011685574054718017,0.011365815065801144,1291,1290,0.006577095715329051,0.01213065441697836
0.003461816674098372,0.00231909085996449,0.003484895802102983,0.005089492304250598,0.01123316949233413,0.010335789807140828,0.009930954314768314,0.014046708587557077,1301,1300,0.005873936228454113,0.012697420082986355
0.004028703062795102,0.006858079073329766,0.0025388918972263736,0.0035425382666289806,0.010033775446936488,0.011370498376588028,0.010015828224519888,0.007935401052236557,1311,1310,0.0028511931498845415,0.009414457871268192
0.0035630900063551964,0.0029439829910794897,0.004171647597104311,0.0036585877727096277,0.010088144801557064,0.009515856703122456,0.01031138887628913,0.011345248979826769,1321,1320,0.003739946288987994,0.008837676607072353
0.0039880152093246584,0.003985585120972246,0.003416570951230824,0.005046069854870439,0.011340428749099372,0.012416862417012453,0.011701039969921112,0.011222148779779673,1331,1330,0.003506264998577535,0.008945230161771178
0.004190387739799917,0.0057632747339084744,0.002803956624120474,0.002279026317410171,0.010558389220386745,0.012080962304025888,0.008707007393240929,0.011974996887147427,1341,1340,0.003829589734474818,0.008201013940076034
0.004299127333797515,,0.003315394336823374,0.005458567931782454,0.011455742735415695,,0.009503741748631,0.013333717826753855,1351,1350,0.003947712131775916,0.011603794526308775
0.003621888079214841,0.00326536619104445,0.004640358500182629,0.004549604840576649,0.009963651094585657,0.00954589992761612,0.009981767584880192,0.011877474375069141,1361,1360,0.0017012485186569393,0.008649279829114676
0.0032144247088581324,0.0027964541222900152,0.002903702591235439,0.0030994981061667204,0.011124072130769491,0.009718360379338264,0.010951734147965908,0.014553236775100231,1371,1370,0.003981426280612746,0.01155906698356072
0.004567484208382665,0.0035346460063010454,0.0033333399333059788,0.005680844839662313,0.013449291326105594,0.01284921324501435,0.011829120572656393,0.014457406476140022,1381,1380,,
0.0040270861005410555,,0.004011524541835699,0.004063396404186884,0.011676244530826807,,0.01192633608090026,0.011092697580655416,1391,1390,,
0.004220544290728867,0.005536605603992939,0.003590345801785588,0.004727650278558333,0.010639072582125663,0.01004728302359581,0.009382165782153607,0.013236376767357191,1401,1400,0.004534157458692789,0.009723483584821224
0.004413018387276679,0.004833376966416836,0.0038799548444027705,0.003731653792783618,0.011149827670305966,0.010575087741017342,0.011263802958031494,0.014735015109181404,1411,1410,0.004591780714690685,0.010096414014697075
0.0034954163362272087,0.004476664587855339,0.003361174836754799,0.0035737279104068875,0.011187485326081516,0.01046895794570446,0.008938902989029884,0.013613537419587374,1421,1420,0.003321538656018674,0.011260202899575232
0.0035137919709086417,0.0037272749468684196,0.0036311072763055563,0.0034177922643721104,0.009956727549433707,0.010214521860082945,0.009112944826483727,0.010954346042126417,1431,1430,0.0033723507658578455,0.009475518250837922
0.0032312367460690435,0.004105342474455635,0.003927366342395544,0.0028689884347841144,0.009624785836786033,0.009371591421465078,0.008976399898529053,0.00980997613320748,1441,1440,0.002487336130191882,0.009908918601771196
0.0036432313034310934,0.004865496031319102,0.003953010367695242,0.001691250829026103,0.009956165123730898,0.01173563301563263,0.009393931832164526,0.010259612463414669,1451,1450,0.00216626632027328,0.008259706199169159
0.0033232478657737375,,0.0043205078691244125,0.003528591788684328,0.009554429259151221,,0.0093832453712821,0.009698797017335892,1461,1460,0.002801137510687113,0.009536282159388065
0.003913939406629651,0.0029408441623672843,0.004506883521874745,0.002731683120752374,0.01079945843666792,0.00893327221274376,0.009509865194559097,0.01227833206454913,1471,1470,0.008601161651313305,0.015830175951123238
0.00439215733204037,0.004448501102160662,,0.003516167557487885,0.010799605492502449,0.01111142453737557,,0.01117247436195612,1481,1480,0.005193022079765797,0.01001097789655129
0.004322136496193707,0.010015415027737617,0.0024299079086631536,0.004043471068143845,0.011155971232801676,0.016537152230739594,0.010583485011011362,0.010643555968999862,1491,1490,0.004064389388076961,0.010318905115127563
