mse_label_cond_mean,mse_label_cond_q1_mean,mse_label_cond_q2_mean,mse_label_cond_q3_mean,mse_loss_mean,mse_loss_q1_mean,mse_loss_q2_mean,mse_loss_q3_mean,samples,step,mse_label_cond_q0_mean,mse_loss_q0_mean
0.16160699333995582,0.07221949597199757,0.23579889200627804,0.11020849272608757,0.27987033352255813,0.1705428510904312,0.3565755560994148,0.2520985007286072,11,10,,
0.025842300895601508,0.02281088149175048,0.010556795634329319,0.05103283002972603,0.05809973664581776,0.04763503186404705,0.051098400726914406,0.09163373708724976,21,20,0.022405498661100864,0.050065756775438786
0.01160503546707332,0.008952730102464557,0.012886839918792248,0.010576164349913597,0.030807220749557013,0.024089444428682327,0.03196918312460184,0.03406967269256711,31,30,0.015033278614282608,0.029838130809366703
0.007586081419140101,0.006466919789090753,0.00554704200476408,0.009679325041361153,0.020226711034774778,0.014660816174000502,0.016902323812246323,0.024219198618084192,41,40,0.006220877481003603,0.01972211990505457
0.005543811526149512,0.006554784486070275,0.006136936290810505,0.008267232682555914,0.013326332811266186,0.012393162585794926,0.015402702614665031,0.018041676376014948,51,50,0.0024610906839370728,0.008728514115015665
0.0059294187463819975,0.004543222486972809,0.004526263102889061,0.00867121433839202,0.01311728013679385,0.010305423910419146,0.011787784053012729,0.017871570773422718,61,60,0.010217038914561272,0.01736225187778473
0.007437228562776001,0.006985411746427417,0.007926080492325127,0.009076683083549142,0.017866201885044574,0.014500993769615889,0.01845607627183199,0.023240847745910287,71,70,0.004121284408029169,0.009892243891954422
0.004074859607499093,0.004079102984784791,,0.0039929345560570555,0.016882864013314246,0.01426159373174111,,0.019519756858547527,81,80,0.00429517449811101,0.024699807167053223
0.005104877392295748,,0.0054982704265664015,0.005556985503062606,0.01191677190363407,,0.012177922142048676,0.015932983718812466,91,90,0.004687998327426612,0.010153597034513951
0.005600635067094118,0.004881738661788404,0.012343517504632473,,0.011310812085866928,0.010948920901864768,0.024219578132033348,,101,100,0.00481353496434167,0.008535984554328024
0.003909637255128473,0.004410845673798273,0.0043269062880426645,,0.010770462825894356,0.011614093168949086,0.010939015541225672,,111,110,0.0019887429662048817,0.008071019081398845
0.0032839455059729514,0.0023287580891822777,0.004756828770041466,0.004829182289540768,0.008713149279356002,0.009415920979032913,0.007920314247409502,0.01822500117123127,121,120,0.0022511707308391733,0.005632595314333836
0.004071449616458266,0.0017844109097495675,,0.005646209154898921,0.011935759847983719,0.0097894836217165,,0.014692774197707575,131,130,0.0016842767751465242,0.007137156557291746
0.004697279655374587,0.003364164847880602,0.006292184465564787,0.00577593493896226,0.01085808016359806,0.009043342433869839,0.009656781330704689,0.015245173747340838,141,140,0.0034840641310438514,0.008200845215469599
0.0040506252087652685,0.004325641319155693,0.003683623718097806,0.005396906519308686,0.008722160244360566,0.0077644651755690575,0.007812852039933205,0.013695878442376852,151,150,0.003484339569695294,0.006500560091808438
0.00356021283660084,0.0030852566317965584,,0.004852202488109469,0.009177035884931684,0.006519044749438763,,0.014786716240147749,161,160,0.002947437751572579,0.006963268970139325
0.003782023163512349,,0.0052782525308430195,0.004051470081321895,0.008158194739371539,,0.01026128667096297,0.011230492498725653,171,170,0.0027765067759901287,0.005667420476675034
0.003319873951841146,0.0036839297972619534,0.003365000244230032,0.003593110741348937,0.009595259279012678,0.008553626015782356,0.008183473721146584,0.01031139655970037,181,180,0.002944341627880931,0.009492476703599095
0.003987480571959168,,0.004504910437390208,0.006880470551550388,0.010326341632753614,,0.008577718399465084,0.01930826995521784,191,190,0.002850673956951747,0.00791523993636171
0.004205689404625446,0.004492323651599387,0.0046732365153729916,0.0036648130044341087,0.008687579166144132,0.009539049739638964,0.010157595699032147,0.00799877755343914,201,200,0.003615293768234551,0.005894150119274855
0.0046985730761662115,0.004319051125397285,0.004934724187478423,0.008045084774494171,0.010181856667622925,0.010459229039649168,0.00858237105421722,0.013676309958100319,211,210,0.0031222979305312037,0.011217542691156268
0.003672245820052922,0.004422169062308967,0.003985305409878492,0.0026505310088396072,0.00830531446263194,0.0079091084189713,0.007692301459610462,0.0095911401634415,221,220,,
0.003116790077183396,0.002933763200417161,0.002421062090434134,0.00371534054283984,0.009369576955214143,0.006762898061424494,0.010822170414030552,0.011294512543827295,231,230,0.002663124818354845,0.006584684364497662
0.002926498523447663,0.002099657392439743,0.0018288117522994678,0.0042636524109790725,0.008212902070954443,0.005301121311883131,0.007442581622550884,0.011942196637392044,241,240,0.004688620567321777,0.008071321994066238
0.0036821216577664017,0.004061858751811087,0.003739590523764491,0.004487835569307208,0.008495590975508092,0.006318509578704834,0.006326668430119753,0.011170383170247078,251,250,0.001259365351870656,0.005070153158158064
0.005383080733008683,0.002222088281996548,0.0057695076102390885,0.006733372497061889,0.0099301740527153,0.005622525932267308,0.010326280375011265,0.012549265287816525,261,260,0.006108482833951712,0.009103771299123764
0.004010671563446522,0.0047539508280654745,0.003841180878225714,0.002876751823350787,0.009543661819770932,0.007349445950239897,0.012048500590026379,0.010532265529036522,271,270,0.003801693907007575,0.007331006228923798
0.003196479030884802,0.002746224558601777,,0.003853432973846793,0.009145355923101305,0.006060662834594647,,0.012404341436922551,281,280,0.0022294758819043636,0.005624931771308184
0.0025219669099897147,0.0029853996820747852,0.0037839540746062994,0.004106396809220314,0.006081618042662739,0.006166343577206135,0.006787511054426432,0.00880359672009945,291,290,0.0018930864753201604,0.005482064249614875
0.003113364824093878,0.003786535991821438,0.0012573518324643373,0.003185556153766811,0.009631499368697404,0.007943955482915044,0.004910765215754509,0.011867523426190019,301,300,0.0019879278261214495,0.01215831283479929
0.0027031703619286415,0.003976089879870415,0.0026595015078783035,0.004249688237905502,0.006552200228907168,0.00700971856713295,0.00664220005273819,0.0106543293222785,311,310,0.002165484195575118,0.0055862708482891325
0.0026073776127304884,0.0018532395479269326,0.002156668808311224,0.0035918045323342085,0.005976977292448283,0.006787526421248913,0.005381343886256218,0.007947889855131507,321,320,0.0027934449026361108,0.004532517516054213
0.0031905180658213794,0.003105797339230776,0.0032937120025356608,0.0032002850978945694,0.007310752058401704,0.0063836449990049005,0.006021712596217791,0.009835934266448021,331,330,,
0.0027666271547786892,0.0030027704779058695,0.002575193764641881,0.004480786621570587,0.005568078928627074,0.005070461658760905,0.0060626002959907055,0.0083032650873065,341,340,0.0017244108603335917,0.00445393833797425
0.0025195210357196627,0.002496620872989297,0.003124322695657611,0.003026218619197607,0.005198823241516948,0.004453253000974655,0.0059961780905723565,0.005721674766391516,351,350,0.0013502524622405567,0.003944138064980507
0.002906323003116995,,0.0029385369271039963,0.003752158593852073,0.007695763627998531,,0.006530733313411474,0.010106411390006542,361,360,0.0014751210692338645,0.00445470423437655
0.0030184862669557335,0.0017413333213577666,0.0030989167280495167,,0.008139004278928042,0.006691400737812122,0.00950142100919038,,371,370,0.004188398597761989,0.007770052179694176
0.0023786878446117043,0.001213577575981617,,0.0026764850287387767,0.0074371536727994665,0.006574835395440459,,0.009449519217014313,381,380,0.0026660536415874956,0.006574661657214165
0.0026652657892555,0.0028499464970082045,0.002733249682933092,0.0029431998264044523,0.00724901775829494,0.00649403827264905,0.007242956664413214,0.012676067184656858,391,390,0.0024291406734846532,0.004728783736936748
0.0024062765296548605,0.0019489199854433536,0.001819129684008658,0.004781185649335384,0.00614225568715483,0.004806514130905271,0.006841746158897877,0.010416104923933744,401,400,0.001468332193326205,0.004858015105128288
0.003881719917990267,0.007019353099167347,0.0035145571455359463,0.004005462164059281,0.00860033573117107,0.010920052416622639,0.008943468681536615,0.009863225432733696,411,410,0.002861615503206849,0.0048598769353702664
0.0026093871798366307,0.0012808876344934106,,0.003839764656731859,0.007631357712671161,0.0043852967210114,,0.010972648044116795,421,420,0.0018907851073890925,0.0056075376458466055
0.003204022441059351,0.0032748306985013187,0.004051515832543373,0.002993929316289723,0.009194338787347078,0.00807088182773441,0.007727112155407667,0.011311785783618689,431,430,0.00291366851888597,0.006685605272650719
0.003340699413092807,0.002485736971721053,0.004333405289798975,0.004288753805061181,0.007567426445893943,0.004173532128334045,0.00831413920968771,0.010881935556729633,441,440,0.0023470462911063805,0.005556661810260266
0.0027799449278973036,0.00259995658416301,0.0025247872108593583,0.003771509199092786,0.006086511118337512,0.004603784531354904,0.005888242623768747,0.0077977851033210754,451,450,0.001185859669931233,0.004711216315627098
0.0030240829219110306,,0.003030106658115983,0.0037702625850215554,0.006724129547365011,,0.006122616701759398,0.008714465890079737,461,460,0.002644969354150817,0.006330474221613258
0.003206713881809265,0.004979020275641233,0.0014322560746222734,0.0037199616199359298,0.007003898499533534,0.009951876709237695,0.005074156331829727,0.007997020613402128,471,470,0.0021823698189109564,0.003999418229795992
0.00287500144331716,0.0016294038699318965,0.0033239126205444336,0.003818039782345295,0.005856092157773674,0.004471191205084324,0.0067459456622600555,0.007633674889802933,481,480,0.003348984449985437,0.00600544543704018
0.0027548965881578624,0.0026049455627799034,0.003418594249524176,0.0025729987828526646,0.006708338996395469,0.005897654453292489,0.005969629622995853,0.007888378226198256,491,490,,
0.0023912263568490744,0.0025895399739965796,0.0026705292984843254,0.0026601831195876002,0.0060103495139628635,0.007317678847660622,0.004861314315348864,0.008995980955660343,501,500,0.0020381870272103697,0.003824295592494309
0.004121867113281042,0.0010201124241575599,0.0043975875014439225,0.005449299165047705,0.009007980325259268,0.003815280506387353,0.00937946466729045,0.011688490211963654,511,510,0.0020784439402632415,0.004531571175903082
0.0036055315053090454,0.0038530013989657164,0.003450634889304638,0.00421350821852684,0.008184925420209765,0.006617511389777064,0.008678379779060682,0.011350514367222786,521,520,0.002678441465832293,0.004263774491846561
0.002863010775763541,0.002779850270599127,0.0024164238711819053,0.003325308673083782,0.008769058994948864,0.008411162532866001,0.006434473985185226,0.011066296231001615,531,530,0.001974442508071661,0.004644524306058884
0.0030728510755579923,0.0030278372578322887,0.005269716804226239,0.0026379195624031126,0.00826909078750759,0.009037249721586704,0.010140227153897285,0.008967350120656192,541,540,0.0006699224177282304,0.0036817881045863032
0.0021977468160912393,0.0019377560820430517,0.002486999932443723,0.0033536837436258793,0.006385028618387878,0.006965708918869495,0.0066741101909428835,0.00847411435097456,551,550,0.0007232943898998201,0.0031370994402095675
0.003160877997288481,0.004709992092102766,0.0032477497588843107,0.003520576050505042,0.007619359344244003,0.010359053189555803,0.00689094141125679,0.008497010683640838,561,560,0.0017974754591705278,0.005307867773808539
0.0035174591583199796,0.0038328305818140507,0.0025417247088626027,0.0044487133156508206,0.007802755851298569,0.006568429991602898,0.006063718581572175,0.009391296375542878,571,570,0.0020073725027032197,0.0061876047402620316
0.002330998855177313,0.0022899712591121593,0.0014685338828712702,0.0030335858852292103,0.006105607398785651,0.004961467580869794,0.006130441790446639,0.008727704640477896,581,580,0.002201124676503241,0.00386383687146008
0.0029855353583116088,0.0021447770801993706,0.004082967236172408,0.003504656022414565,0.0053753267973661424,0.004368068650364876,0.006414991512428969,0.008365411311388016,591,590,0.0017922486877068877,0.0033118423307314515
0.0023056071309838443,0.0023171177599579096,0.0021664549713023007,,0.005687215481884778,0.004894627723842859,0.0056911001447588205,,601,600,0.0025800745740222433,0.005943642075483997
0.003835832269396633,0.0019913956930395216,0.006297525716945529,0.004449422121979296,0.00849854617845267,0.005510699062142521,0.010564079508185387,0.010453626629896462,611,610,,
0.0030484641320072114,0.0012951678363606334,0.004510136088356376,0.00343189830891788,0.009423836693167686,0.007328476291149855,0.011180644234021504,0.00997234353174766,621,620,0.001787790097296238,0.007816975781073172
0.0024752968049142517,0.0028227841248735785,0.0028596561557302875,0.002416484523564577,0.006370465899817645,0.006189002655446529,0.006653889548033476,0.013128768652677536,631,630,0.0020279867021599784,0.004559054097626358
0.0028106399928219607,0.004272985854186118,0.0036833087603251142,0.0018742422107607126,0.005502704717218876,0.006349439732730389,0.006457487121224403,0.00570898107253015,641,640,0.0015873391724502046,0.0038459147326648235
0.001723889005370438,0.0018863346970950565,0.001560216536745429,0.004040344152599573,0.0044390152674168345,0.004305458938082059,0.005267398897558451,0.00735258124768734,651,650,0.0011958650546148421,0.0037707591429352763
0.0025142591854091733,0.0031745664309710264,0.0014171148068271577,0.0045575635352482395,0.00575666530057788,0.004281570669263601,0.005023040343075991,0.00902271798501412,661,660,0.001365276300930418,0.004042711923830211
0.002300989767536521,0.002665852545760572,0.002508998877601698,0.002200098242610693,0.00511039374396205,0.005156014347448945,0.005802137777209282,0.006109530106186867,671,670,0.00181403294360886,0.003824609176566203
0.0030289466260001066,0.0023235713597387075,0.002160170658801993,0.004157735966145992,0.007731444714590907,0.005134753417223692,0.006641608818123737,0.012284114646414917,681,680,0.0030040583418061333,0.005134174445023139
0.002527671295683831,0.002759389501685898,0.004795209388248622,,0.006422025454230607,0.004779002163559198,0.01628120825625956,,691,690,0.0014816251350566745,0.00346416630782187
0.030220380332320926,,0.006587426061742008,0.06394511868711561,0.13040826758369803,,0.02555044856853783,0.2695849621668458,701,700,0.010036812163889408,0.06177051644772291
0.03948916080407798,0.03241064213216305,0.10540666431188583,0.06565523240715265,0.15637423247098925,0.09117916226387024,0.23982511460781097,0.14738285541534424,711,710,0.01867063893005252,0.16935863494873046
0.01760003985837102,0.019033700227737427,0.017920467381676037,0.008357314392924309,0.04155942648649215,0.041034165769815445,0.04678796355923017,0.03632453456521034,721,720,0.018926860454181828,0.03860111410419146
0.00911351575050503,0.00692592712584883,0.011388812214136124,0.012686847088237602,0.03317039925605059,0.027289689518511295,0.028634391725063324,0.04816799548765023,731,730,0.0025932833086699247,0.02077246457338333
0.006385419028811156,0.007320430284986893,0.007485225331038237,0.0071819465374574065,0.026232931576669213,0.021197166293859482,0.020092828199267387,0.03548947209492326,741,740,0.0028399439761415124,0.01834355015307665
0.0052201149985194205,0.004592615179717541,0.004505925501386325,0.006381069659255445,0.024637312255799772,0.014461483806371689,0.017901492305099964,0.03823308274149895,751,750,0.004283239832147956,0.012637415435165167
0.006721410411410033,0.0044683911255560815,0.008950678166002035,0.00970467459410429,0.018516796920448542,0.014232320478186011,0.017510754521936178,0.0346904993057251,761,760,0.00601491704583168,0.01191808981820941
0.005407511233352126,0.004673668299801648,0.005858208809513599,0.005323735123965889,0.020490393694490194,0.011493370868265629,0.014784551924094558,0.030694746877998117,771,770,,
0.012560258782468735,0.014459222555160522,0.010944777866825461,0.016198557917959988,0.04292760379612446,0.04675212875008583,0.0274052107706666,0.05605227034538984,781,780,0.00815319262134532,0.034501468762755394
0.007124954741448164,0.0045350478030741215,0.010498312301933765,0.007493928074836731,0.03021039180457592,0.01675721723586321,0.03294544015079737,0.03946461761370301,791,790,0.005603557452559471,0.022420066408813
0.007435612403787673,0.003834219571823875,0.006783352233469486,0.011489516434570154,0.026027248427271846,0.017595414072275162,0.021091856062412262,0.04361021767059962,801,800,0.007409105775877833,0.01723593845963478
0.00770455407910049,0.00980973755940795,0.00731470831669867,0.007670742925256491,0.02607105830684304,0.02429052349179983,0.021309202536940575,0.038472406566143036,811,810,0.006863790797069669,0.023141579469665885
0.005905944970436394,0.007215682743117213,0.005776992999017239,0.005167178111150861,0.01632629632949829,0.01548371259123087,0.017127875238656998,0.02337340358644724,821,820,0.003434843383729458,0.010984858963638544
0.005291408789344132,0.004263484152033925,0.005713077494874597,0.011473545804619789,0.013815615884959699,0.014666912611573935,0.0126945860683918,0.03182803466916084,831,830,0.004297483759000897,0.010321025364100933
0.004037537158001215,0.005469401755059759,0.0030179123471801477,0.0031802658922970295,0.013253274373710155,0.012370722368359566,0.01363965030759573,0.018723394721746445,841,840,0.003911054460331798,0.011926076995829742
0.005415416369214654,0.005391874175984412,0.003536070929840207,0.005743739738439521,0.01571199595928192,0.013773729791864753,0.015922553837299347,0.01664464082568884,851,850,0.008283305913209915,0.020246010273694992
0.00463841832242906,0.004926557497431834,0.003524205763824284,0.005921149626374245,0.013709695357829333,0.012101248217125734,0.013090796303004026,0.02266133949160576,861,860,0.004658737394493073,0.012987569207325578
0.006132774031721055,0.004176426213234663,0.0068081727949902415,0.0072073909454047685,0.01579700727015734,0.0137589480727911,0.013429418671876192,0.01912240795791149,871,870,0.0037490068934857845,0.010870123747736216
0.005292092147283257,0.005228287540376186,0.004839986143633724,,0.013553229160606861,0.013577876302103201,0.01429168526083231,,881,880,0.0065180640667676926,0.011670118197798729
0.004332967009395361,0.006393758580088615,0.00436787202488631,0.005176996812224388,0.012706427555531263,0.011881333775818348,0.012331937905400991,0.016232404857873917,891,890,0.002091806149110198,0.009980172539750734
0.003973991749808192,0.005446166323963553,0.002740836702287197,,0.00975745217874646,0.010330805205740035,0.013368972577154636,,901,900,0.0030428830999881026,0.00857646567746997
0.0037219492834992705,0.0015424503944814205,0.00412821737700142,0.007529099006205797,0.011269906442612412,0.010512756183743477,0.012178377015516162,0.018964966759085655,911,910,0.0029087684815749526,0.008626958355307579
0.004799489013385027,0.0027308178832754493,0.004159850068390369,0.00737218651920557,0.011617952957749367,0.00830023130401969,0.010781176388263702,0.01652399403974414,921,920,0.005103110374572376,0.011395849908391636
0.003617482271511108,0.004099435172975063,0.002068115456495434,0.0037519809169073897,0.011784209590405225,0.012403994798660278,0.011571434792131186,0.012420661747455597,931,930,0.004170803469605744,0.011258311569690704
0.004441222455352545,0.0029371310180674,0.00561822570549945,0.0049808548064902425,0.012539915321394802,0.008603113237768412,0.014546479719380539,0.01766650378704071,941,940,0.004392222384922206,0.010308683384209871
0.003767462237738073,0.0019892079290002584,0.0034060307079926133,0.004920175648294389,0.01189353233203292,0.008344950154423714,0.010953052900731564,0.013887155102565885,951,950,0.0030642168130725622,0.011045215651392937
0.0032537810853682458,0.003182803513482213,0.0031568549457006156,0.003888593210528294,0.011658446956425907,0.009875032119452953,0.01161557761952281,0.015067345773180326,961,960,0.0027309047679106393,0.009467070922255516
0.004975046985782683,0.004117563192266971,0.005015385802835226,0.007419881410896778,0.012303891312330964,0.011862398590892553,0.011601841822266578,0.01938975229859352,971,970,0.004509266524109989,0.010957577265799046
0.004709110618568957,0.004888478317297995,0.0019231850747019053,0.005853542941622436,0.014310074038803577,0.0131396041251719,0.0110298041254282,0.01772742043249309,981,980,0.003992264236633976,0.011627348760763805
0.004673408158123492,0.0060051800683140755,0.0032649900143345194,0.0040069004365553456,0.013110272586345673,0.012422550469636917,0.01173822892208894,0.011824065508941809,991,990,0.006304410053417087,0.01599776403357585
0.005584442522376776,0.005263562221080065,0.005101791583001614,0.006106205633841455,0.014575898461043835,0.013409831933677195,0.009863046929240227,0.017211694503203034,1001,1000,,
0.003593425475992262,0.0024331799359060824,0.003942828004558881,0.004534364212304354,0.011587804555892943,0.010599114233627915,0.0102592958137393,0.014688846655189991,1011,1010,0.0049193433951586485,0.014007427264004946
0.004244469245895743,0.0039709532367331645,0.004865677561610937,,0.012245559319853784,0.012413372817848411,0.012204509228467941,,1021,1020,0.004891171120107174,0.011678737122565508
0.003993758943397552,0.005352636333554983,0.00432558503234759,0.003704826147960765,0.012385057751089334,0.012209954671561718,0.013263610657304525,0.012159057360674654,1031,1030,,
0.004202614014502615,0.004323392175137997,0.003790250563594912,0.0052320268005132675,0.010468500759452583,0.009519463405013084,0.010304782805698258,0.013357724994421005,1041,1040,0.005938967224210501,0.009674339555203915
0.004218848736491054,0.0050908245029859245,0.0040099750040099025,0.004172028042376041,0.011117873154580593,0.011177046224474907,0.01140008494257927,0.011406395584344864,1051,1050,0.0016132612945511937,0.009463811293244362
0.004593985993415118,0.0044365269131958485,0.0054540501441806555,0.004179174255114049,0.011662189662456511,0.009079431183636189,0.011982119176536798,0.013150892686098814,1061,1060,0.0044473768444731835,0.011455288343131542
0.00417017926229164,0.0019050280679948628,0.005194357053066294,0.0032923424150794744,0.010910590458661317,0.008930481970310211,0.01115871841708819,0.012302759103477001,1071,1070,0.00475408072816208,0.011366506572812796
0.0037901745643466704,0.004806194920092821,0.003076353808864951,,0.011629729438573122,0.010998661164194345,0.016468870919197798,,1081,1080,0.0036894413642585278,0.01022703836982449
